clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0014,EN-Tenor-1,breathy,control,in the shallow shallow <SP> we're far from the shallow now,in the shallow we fall from the shallow now
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0009,EN-Alto-2,vibrato,control,don't forget me <AP> i beg <AP> i'll remember you said <AP>,and never let go to we've gone love was when i loved you
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__vibrato__control__0011,EN-Alto-2,vibrato,control,sometimes it lasts in love <AP> but sometimes it hurts instead <SP>,sometimes it lasts in love but sometimes it hurts instead
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0008,EN-Alto-2,vibrato,control,i wish nothing but the best <AP> for you too <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0010,EN-Alto-2,vibrato,control,sometimes it lasts in love but sometimes it hurts instead <AP>,when true time i hold to in my life will always go on
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__vibrato__control__0008,EN-Alto-2,vibrato,control,i wish nothing but the best <AP> for you too <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0009,EN-Alto-2,glissando,control,you're my end and my beginning <AP> even when i lose i'm winning <AP>,and never let go to we've gone love was when i loved you
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
