uttid,gt_text,asr_hypothesis,wer
libri_00680,i want double nine hal lo,i want double nine hello,0.3333333333333333
libri_00681,double nine two three elsinore double nine yes hallo is that you horatio hamlet speaking,double nine two three elsinore double not yes hello is that you horatio hamlet speaking,0.13333333333333333
libri_00682,i say i've been wondering about this business,i say i've been wondering about this business,0.0
libri_00683,to be or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking,to be or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking,0.0
libri_00684,you gave me double five i want double nine hallo is that you horatio hamlet speaking,you gave me double five i want double nine hello is that you horatio hamlet speaking,0.0625
libri_00685,to be or not to be that is the question whether tis nobler,to be or not to be that is the question whether tis nobler,0.0
libri_00686,it is to let hamlet if that happen to be the name of your character enter with a small dog pet falcon mongoose tame bear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know,it is to let hamlet if that happened to be the name of your character enter with a small dog pet falcon mongoose tame bear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know,0.018867924528301886
libri_00687,enter hamlet with his favourite boar hound,enter hamlet with his favorite boarhound,0.42857142857142855
libri_00688,lady larkspur starts suddenly and turns towards him,lady larksbury starts suddenly and turns toward him,0.25
libri_00689,larkspur bit me again this morning for the third time,larksburg bit me again this morning for the third time,0.1
libri_00690,i want to get away from it all swoons,i want to get away from it all swoon,0.1111111111111111
libri_00691,enter lord arthur fluffinose,enter lord arthur fluffynose,0.25
libri_00692,and there you are you will of course appreciate that the unfinished sentences not only save time but also make the manoeuvring very much more natural,and there you are you will of course appreciate that the unfinished sentences not only save time but also make the maneuvering very much more natural,0.038461538461538464
libri_00693,how you may be wondering are you to begin your masterpiece,how you may be wondering are you to begin your masterpiece,0.0
libri_00694,relapses into silence for the rest of the evening,relapses into silence for the rest of the evening,0.0
libri_00695,the duchess of southbridge to lord reggie oh reggie what did you say,the duchess of southbridge to lord reggie oh reggie what did you say,0.0
libri_00696,then lord tuppeny well what about auction,then lord tuppenny well what about auction,0.14285714285714285
libri_00697,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,0.0
libri_00698,then is the time to introduce a meal on the stage,then is the time to introduce a meal on the stage,0.0
libri_00699,a stage meal is popular because it proves to the audience that the actors even when called charles hawtrey or owen nares are real people just like you and me,a stage meal is popular because it proves to the audience that the actors even one called charles holtry or owen nairs are real people just like you and me,0.1
libri_00700,tea please matthews butler impassively,tea please matthews butler impassively,0.0
libri_00701,hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle,hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle,0.0
libri_00702,re enter butler and three footmen who remove the tea things hostess to guest,reinter butler and three footmen who removed the tea things hostess to guest,0.21428571428571427
libri_00703,in novels the hero has often pushed his meals away untasted but no stage hero would do anything so unnatural as this,in novels the hero has often pushed his meals away untasted but no steed hero would do anything so unnatural as this,0.045454545454545456
libri_00704,two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guest would clutch hold of the footman and say half a mo old chap i haven't nearly finished but the actor is better schooled than this,two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guests would clutch hold of the footman and say half a m old chap i haven't nearly finished but the actor is better schooled than this,0.04081632653061224
libri_00705,but it is the cigarette which chiefly has brought the modern drama to its present state of perfection,but it is the cigarette which chiefly has brought the modern drama to its present state of perfection,0.0
libri_00706,lord john taking out gold cigarette case from his left hand upper waistcoat pocket,lord john taking out gold cigarette case from his left hand upper waistcoat pocket,0.0
libri_00707,all about him was a tumult of bright and broken color scattered in broad splashes,all about him was a tumult of bright and broken color scattered in broad splashes,0.0
libri_00708,the merganser had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black,the mergantzer had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black,0.024390243902439025
libri_00709,his feet were red his long narrow beak with its saw toothed edges and sharp hooked tip was bright red,his feet were red his long narrow beak with its saw toothed edges and sharp hooked tip was bright red,0.0
libri_00710,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,0.0
libri_00711,but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface,but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface,0.0
libri_00712,once fairly a wing however he wheeled and made back hurriedly for his perch,once fairly a wing however he wheeled and made back hurriedly for his perch,0.0
libri_00713,it might have seemed that a trout of this size was a fairly substantial meal,it might have seemed that a trout of this size was a fairly substantial meal,0.0
libri_00714,but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,0.0
libri_00715,in despair he hurled himself downward too soon,in despair he hurled himself downward too soon,0.0
libri_00716,the great hawk followed hurriedly to retrieve his prey from the ground,the great hawk fowled hurriedly to retrieve his prey from the ground,0.08333333333333333
libri_00717,the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it,the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it,0.0
libri_00718,in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped,in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped,0.0
libri_00719,the hawk alighted on the dead branch and sat upright motionless as if surprised,the hawk alighted on the dead branch and sat upright motionless as if surprised,0.0
libri_00720,like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,0.0
libri_00721,the hawk sat upon the branch and watched his quarry swimming beneath the surface,the hawk sat upon the branch and watched his quarry swimming beneath the surface,0.0
libri_00722,almost instantly he was forced to the top,almost instantly he was forced to the top,0.0
libri_00723,straightway the hawk glided from his perch and darted after him,straightway the hawk glided from his perch and darted after him,0.0
libri_00724,but at this point in the rapids it was impossible for him to stay down,but at this point in the rapids it was impossible for him to stay down,0.0
libri_00725,but this frequenter of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them,but this frequenture of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them,0.03125
libri_00726,as he flew his down reaching clutching talons were not half a yard above the fugitive's head,as he flew his down reaching clutching talons were not half a yard above the fugitive's head,0.0
libri_00727,where the waves for an instant sank they came closer but not quite within grasping reach,where the waves for an instant sank they came closer but not quite within grasping reach,0.0
libri_00728,but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike,but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike,0.0
libri_00729,the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,0.0
libri_00730,he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding,he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding,0.0
libri_00731,the last drop fly as luck would have it caught just in the corner of the hawk's angrily open beak hooking itself firmly,the last drop fly as luck would have it caught just in the corner of the hawk's angrily open beak hooking itself firmly,0.0
libri_00732,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,0.0
libri_00733,the drag upon his beak and the light check upon his wings were inexplicable to him and appalling,the drag upon his beak and the light check upon his wings were inexplicable to him and appalling,0.0
libri_00734,then the leader parted from the line,then the leader parted from the line,0.0
libri_00735,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale,0.0
libri_00736,at last the cotton combine was to all appearances an assured fact and he was slated for the senate,at last the cotton combine was to all appearances an assured fact and he was slated for the senate,0.0
libri_00737,why should he not be as other men,why should he not be as other men,0.0
libri_00738,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,0.0
libri_00739,as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few to night there were she checked them off on her fingers sir james crichton the rich english manufacturer and lady crichton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,0.041666666666666664
libri_00740,missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith,missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith,0.0
libri_00741,she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education,she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as a proving of negro education,0.10526315789473684
libri_00742,but you believe in some education asked mary taylor,do you believe in some education asked mary taylor,0.1111111111111111
libri_00743,i believe in the training of people to their highest capacity the englishman here heartily seconded him,i believe in the training of people to the highest capacity the englishman here heartily seconded him,0.058823529411764705
libri_00744,but cresswell added significantly capacity differs enormously between races,but cresswell added significantly capacity differs enormously between races,0.0
libri_00745,the vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them,the vanderpools were sure of this and the englishman instancing india became quite eloquent missus gray was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharper scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them,0.03076923076923077
libri_00746,positively heroic added cresswell avoiding his sister's eyes,positively heroic added cresswell avoiding his sister's eyes,0.0
libri_00747,but we're not er exactly welcomed,but we're not a exactly welcome,0.3333333333333333
libri_00748,mary taylor however related the tale of zora to missus grey's private ear later,mary taylor however related the tale of zora to missus gray's private ear later,0.07142857142857142
libri_00749,fortunately said mister vanderpool northerners and southerners are arriving at a better mutual understanding on most of these matters,fortunately said mister vanderpool northerners and southerners are arriving at a better mutual understanding on most of these matters,0.0
libri_00750,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,0.0
libri_00751,the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans,the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans,0.0
libri_00752,john taylor who had supported her through college was interested in cotton,john taylor who had supported her through college was interested in cotton,0.0
libri_00753,better go he had counselled sententiously,better go he had counseled sententiously,0.16666666666666666
libri_00754,might learn something useful down there,might learn something useful down there,0.0
libri_00755,but john there's no society just elementary work,but john there's no society just elementary work,0.0
libri_00756,been looking up tooms county,been looking up tombs county,0.2
libri_00757,find some cresswells there big plantations rated at two hundred and fifty thousand dollars,find some crust wells there big plantations rated at two hundred and fifty thousand dollars,0.14285714285714285
libri_00758,some others too big cotton county,some others too big cotton county,0.0
libri_00759,you ought to know john if i teach negroes i'll scarcely see much of people in my own class,you ought to know john if i teach negroes i'll scarcely see much of people in my own class,0.0
libri_00760,at any rate i say go,at any rate i say go,0.0
libri_00761,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable,0.0
libri_00762,she wanted a glance of the new books and periodicals and talk of great philanthropies and reforms,she wanted a glance of the new books and periodicals and talk of great philanthropies and reforms,0.0
libri_00763,so for the hundredth time she was thinking today as she walked alone up the lane back of the barn and then slowly down through the bottoms,so for the hundredth time she was thinking to day as she walked alone up the lane back of the barn and then slowly down through the bottoms,0.07407407407407407
libri_00764,cotton she paused,cotton she paused,0.0
libri_00765,she had almost forgotten that it was here within touch and sight,she had almost forgotten that it was here within touch and sight,0.0
libri_00766,the glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward,the glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward,0.0
libri_00767,there might be a bit of poetry here and there but most of this place was such desperate prose,there might be a bit of poetry here and there but most of this place was such desperate prose,0.0
libri_00768,her regard shifted to the green stalks and leaves again and she started to move away,her regard shifted to the green stalks and leaves again and she started to move away,0.0
libri_00769,cotton is a wonderful thing is it not boys she said rather primly,cotton is a wonderful thing is it not boys she said rather primly,0.0
libri_00770,miss taylor did not know much about cotton but at least one more remark seemed called for,miss taylor did not know much about cotton but at least one more remarked seemed called for,0.058823529411764705
libri_00771,don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go,don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go,0.0
libri_00772,i suppose though it's too early for them then came the explosion,i suppose though it's too early for them then came the explosion,0.0
libri_00773,goobers don't grow on the tops of vines but underground on the roots like yams is that so,gubbles don't grow on the tops of vines but on the ground on the roots like yams is that so,0.2222222222222222
libri_00774,the golden fleece it's the silver fleece he harkened,the golden fleece it's the silver fleece he hearkened,0.1111111111111111
libri_00775,some time you'll tell me please won't you,sometime you'll tell me please won't you,0.25
libri_00776,now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton,now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton,0.0
libri_00777,he knew the silver fleece his and zora's must be ruined,he knew the silver fleece his and zorros must be ruined,0.09090909090909091
libri_00778,it was the first great sorrow of his life it was not so much the loss of the cotton itself but the fantasy the hopes the dreams built around it,it was the first great sorrow of his life it was not so much the loss of the cotton itself but the fantasy the hopes the dreams built around it,0.0
libri_00779,ah the swamp the cruel swamp,ah the swamp the cruel swamp,0.0
libri_00780,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,0.0
libri_00781,he panted to know if she too knew or knew and cared not or cared and knew not,he panted to know if she too knew or knew and cared not or cared and knew not,0.0
libri_00782,she was so strange and human a creature,she was so strange and human a creature,0.0
libri_00783,the world was water veiled in mists,the world was water veiled in mists,0.0
libri_00784,then of a sudden at midday the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed,then of a sudden at midday the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed,0.0
libri_00785,where was the use of imagining,where was the use of imagining,0.0
libri_00786,the lagoon had been level with the dykes a week ago and now,the lagoon had been level with the dykes a week ago and now,0.0
libri_00787,perhaps she too might be there waiting weeping,perhaps she too might be there waiting weeping,0.0
libri_00788,he started at the thought he hurried forth sadly,he started at the thought he hurried forth sadly,0.0
libri_00789,he splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge,he splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge,0.0
libri_00790,then he looked down the lagoon was dry,then he looked down the lagoon was dry,0.0
libri_00791,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy,0.0
libri_00792,the squares of cotton sharp edged heavy were just about to burst to bolls,the squares of cotton sharp edged heavy were just about to burst to bowls,0.07142857142857142
libri_00793,for one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree,for one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree,0.0
libri_00794,he gazed about perplexed astonished,he gazed about perplexed astonished,0.0
libri_00795,here lay the reading of the riddle with infinite work and pain some one had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly,here lay the reading of the riddle with infinite work and pain some one had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly,0.0
libri_00796,he sat down weak bewildered and one thought was uppermost zora,he sat down weak bewildered and one thought was uppermost zora,0.0
libri_00797,the years of the days of her dying were ten,the years of the days of her dying were ten,0.0
libri_00798,the hope and dream of harvest was upon the land,the hope and dream of harvest was upon the land,0.0
libri_00799,up in the sick room zora lay on the little white bed,up in the sick room zora lay on the little white bed,0.0
libri_00800,the net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned,the net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned,0.0
libri_00801,for a while she lay in her chair in happy dreamy pleasure at sun and bird and tree,for a while she lay in her chair in happy dreamy pleasure at sun and bird and tree,0.0
libri_00802,she rose with a fleeting glance gathered the shawl round her then gliding forward wavering tremulous slipped across the road and into the swamp,she rose with a fleeting glance gathered the shawl around her then gliding forward wavering tremulous slipped across the road and into the swamp,0.041666666666666664
libri_00803,she had been born within its borders within its borders she had lived and grown and within its borders she had met her love,she had been born within its borders within its borders she had lived and grown and within its borders she had met her love,0.0
libri_00804,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her,0.0
libri_00805,the chair was empty but he knew,the chair was empty but he knew,0.0
libri_00806,he darted through the trees and paused a tall man strongly but slimly made,he darted through the trees and paused a tall man strongly but slimly made,0.0
libri_00807,ojo examined this curious contrivance with wonder,ojo examined this curious contrivance with wonder,0.0
libri_00808,margolotte had first made the girl's form from the patchwork quilt and then she had dressed it with a patchwork skirt and an apron with pockets in it using the same gay material throughout,marguelot had first made the girl's form from the patchwork quilt and then she had dressed it with a patchwork skirt and an apron with pockets in it using the same gay material throughout,0.029411764705882353
libri_00809,the head of the patchwork girl was the most curious part of her,the head of the patchwork girl was the most curious part of her,0.0
libri_00810,the hair was of brown yarn and hung down on her neck in several neat braids,the hair was of brown yarn and hung down on her neck in several neat braids,0.0
libri_00811,gold is the most common metal in the land of oz and is used for many purposes because it is soft and pliable,gold is the most common metal in the land of oz and is used for many purposes because it is soft and pliable,0.0
libri_00812,no i forgot all about the brains exclaimed the woman,no i forgot all about the brains exclaimed the woman,0.0
libri_00813,well that may be true agreed margolotte but on the contrary a servant with too much brains is sure to become independent and high and mighty and feel above her work,well that may be true agreed marguerite but on the contrary a servant with too much brains is sure to become independent and high and mighty and feel above her work,0.03225806451612903
libri_00814,she poured into the dish a quantity from each of these bottles,she poured into the dish a quantity from each of these bottles,0.0
libri_00815,i think that will do she continued for the other qualities are not needed in a servant,i think that will do she continued for the other qualities are not needed in a servant,0.0
libri_00816,she ran to her husband's side at once and helped him lift the four kettles from the fire,she ran to her husband's side at once and helped him lift the four kettles from the fire,0.0
libri_00817,their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder,their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder,0.0
libri_00818,very carefully the magician removed this powder placing it all together in a golden dish where he mixed it with a golden spoon,very carefully the magician removed this powder placing it altogether in a golden dish where he mixed it with a golden spoon,0.08695652173913043
libri_00819,no one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard,no one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard,0.0
libri_00820,ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness,ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness,0.0
libri_00821,he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes,he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes,0.0
libri_00822,most people talk too much so it is a relief to find one who talks too little,most people talk too much so it is a relief to find one who talks too little,0.0
libri_00823,i am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke,i am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke,0.0
libri_00824,the wizard of oz who used to be a humbug and knew no magic at all has been taking lessons of glinda and i'm told he is getting to be a pretty good wizard but he is merely the assistant of the great sorceress,the wizard of oz who used to be a humbug and knew no magic at all has been taking lessons of glinda and i'm told he is getting to be a pretty good wizard but he is merely the assistant of the great sorceress,0.0
libri_00825,it truly is asserted the magician,it truly is asserted the magician,0.0
libri_00826,i now use them as ornamental statuary in my garden,i now use them as ornamental statuary in my garden,0.0
libri_00827,dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment,dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment,0.0
libri_00828,asked the voice in scornful accents,asked the voice in scornful accents,0.0
libri_00829,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,0.0
libri_00830,his hat had a peaked crown and a flat brim and around the brim was a row of tiny golden bells that tinkled when he moved,his hat had a peaked crown and a flat brim and around the brim was a row of tiny golden bells that tinkled when he moved,0.0
libri_00831,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid,instead of shoes the old man wore boots with turnover tops and his blue coat had wide cuffs of gold braid,0.0
libri_00832,for a long time he had wished to explore the beautiful land of oz in which they lived,for a long time he had wished to explore the beautiful land of oz in which they lived,0.0
libri_00833,when they were outside unc simply latched the door and started up the path,when they were outside unsymply latched the door and started up the path,0.14285714285714285
libri_00834,no one would disturb their little house even if anyone came so far into the thick forest while they were gone,no one would disturb their little house even if anyone came so far into the thick forest while they were gone,0.0
libri_00835,at the foot of the mountain that separated the country of the munchkins from the country of the gillikins the path divided,at the foot of the mountain that separated the country of the munchkins from the country of the gillikins the path divided,0.0
libri_00836,he knew it would take them to the house of the crooked magician whom he had never seen but who was their nearest neighbor,he knew it would take them to the house of the crooked magician whom he had never seen but who was their nearest neighbour,0.041666666666666664
libri_00837,all the morning they trudged up the mountain path and at noon unc and ojo sat on a fallen tree trunk and ate the last of the bread which the old munchkin had placed in his pocket,all the morning they trudged up the mountain path and at noon unc and ojo sat on a fallen tree trunk and ate the last of the bread which the old munchkin had placed in his pocket,0.0
libri_00838,then they started on again and two hours later came in sight of the house of doctor pipt,then they started on again and two hours later came in sight of the house of doctor pipt,0.0
libri_00839,unc knocked at the door of the house and a chubby pleasant faced woman dressed all in blue opened it and greeted the visitors with a smile,unc knocked at the door of the house and a chubby pleasant faced woman dressed all in blue opened it and greeted the visitors with a smile,0.0
libri_00840,i am my dear and all strangers are welcome to my home,i am my dear and all strangers are welcome to my home,0.0
libri_00841,we have come from a far lonelier place than this a lonelier place,we have come from a far lonelier place than this a lonelier place,0.0
libri_00842,and you must be ojo the unlucky she added,and you must be ojo the unlucky she added,0.0
libri_00843,ojo had never eaten such a fine meal in all his life,ojo had never eaten such a fine meal in all his life,0.0
libri_00844,we are traveling replied ojo and we stopped at your house just to rest and refresh ourselves,we are travelling replied ojo and we stopped at your house just to rest and refresh ourselves,0.058823529411764705
libri_00845,the woman seemed thoughtful,the woman seemed thoughtful,0.0
libri_00846,at one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate,at one end stood a great fireplace in which a blue log was blazing with a blue flame and over the fire hung four kettles in a row all bubbling and steaming at a great rate,0.0
libri_00847,it takes me several years to make this magic powder but at this moment i am pleased to say it is nearly done you see i am making it for my good wife margolotte who wants to use some of it for a purpose of her own,it takes me several years to make this magic powder but at this moment i am pleased to say it is nearly done you see i am making it for my good wife margolotte who wants to use some of it for a purpose of her own,0.0
libri_00848,you must know said margolotte when they were all seated together on the broad window seat that my husband foolishly gave away all the powder of life he first made to old mombi the witch who used to live in the country of the gillikins to the north of here,you must know said marguerite when they were all seated together on the broad window seat that my husband foolishly gave away all the powder of life he first made to old mombi the witch who used to live in the country of the gillikins to the north of here,0.02
libri_00849,the first lot we tested on our glass cat which not only began to live but has lived ever since,the first lot we tested on our glass cat which not only began to live but has lived ever since,0.0
libri_00850,i think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us,i think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us,0.0
libri_00851,i'm afraid i don't know much about the land of oz,i'm afraid i don't know much about the land of oz,0.0
libri_00852,you see i've lived all my life with unc nunkie the silent one and there was no one to tell me anything,you see i've lived all my life with unc nunkie the silent one and there was no one to tell me anything,0.0
libri_00853,that is one reason you are ojo the unlucky said the woman in a sympathetic tone,that is one reason you are ojo the unlucky said the woman in a sympathetic tone,0.0
libri_00854,i think i must show you my patchwork girl said margolotte laughing at the boy's astonishment for she is rather difficult to explain,i think i must show you my patchwork girl said marguerite laughing at the boy's astonishment for she is rather difficult to explain,0.043478260869565216
libri_00855,but first i will tell you that for many years i have longed for a servant to help me with the housework and to cook the meals and wash the dishes,but first i will tell you that for many years i have longed for a servant to help me with the housework and to cook the meals and wash the dishes,0.0
libri_00856,yet that task was not so easy as you may suppose,yet that task was not so easy as you may suppose,0.0
libri_00857,a bed quilt made of patches of different kinds and colors of cloth all neatly sewed together,a bed quilt made of patches of different kinds and collars of cloth all neatly sewed together,0.058823529411764705
libri_00858,sometimes it is called a crazy quilt because the patches and colors are so mixed up,sometimes it is called a crazy quilt because the patches and colors are so mixed up,0.0
libri_00859,when i found it i said to myself that it would do nicely for my servant girl for when she was brought to life she would not be proud nor haughty as the glass cat is for such a dreadful mixture of colors would discourage her from trying to be as dignified as the blue munchkins are,when i found it i said to myself that it would do nicely for my servant girl for when she was brought to life she would not be proud nor haughty as the glass cat is for such a dreadful mixture of colors would discourage her from trying to be as dignified as the blue munchkins are,0.0
libri_00860,at the emerald city where our princess ozma lives green is the popular color,at the emerald city where our princess ozma lives green is the popular color,0.0
libri_00861,i will show you what a good job i did and she went to a tall cupboard and threw open the doors,i will show you what a good job i did and she went to a tall cupboard and threw open the doors,0.0
libri_00862,the grateful applause of the clergy has consecrated the memory of a prince who indulged their passions and promoted their interest,the grateful applause of the clergy has consecrated the memory of a prince who indulged their passions and promoted their interest,0.0
libri_00863,the edict of milan the great charter of toleration had confirmed to each individual of the roman world the privilege of choosing and professing his own religion,the edict of milan the great charter of toleration had confirmed to each individual of the roman world the privilege of choosing and professing his own religion,0.0
