uttid,gt_text,asr_hypothesis
libri_00639,some points may be taken as fixed and such as any theory of memory must arrive at,some points may be taken as fixed and such as any theory of memory must arrive at
libri_00640,in this case as in most others what may be taken as certain in advance is rather vague,in this case as in most others what may be taken as certain in advance is rather vague
libri_00641,the first of our vague but indubitable data is that there is knowledge of the past,the first of our vague but indubitable data is that there is knowledge of the past
libri_00642,we might provisionally though perhaps not quite correctly define memory as that way of knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve to rank with memory as regards immediacy,we might provisionally though perhaps not quite correctly define memory as that way of knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve to rank with memory as regards immediacy
libri_00643,this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory,this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory
libri_00644,a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe,a gremaphone by the help of suitable records might relate to us the incidents of its past and people are not so different from gremaphones as they like to believe
libri_00645,i can set to work now to remember things i never remembered before such as what i had to eat for breakfast this morning and it can hardly be wholly habit that enables me to do this,i can set to work now to remember things i never remembered before such as what i had to eat for breakfast this morning and it can hardly be holy habit that enables me to do this
libri_00646,the fact that a man can recite a poem does not show that he remembers any previous occasion on which he has recited or read it,the fact that a man can recite a poem does not show that he remembers any previous occasion on which he has recited or read it
libri_00647,semon's two books mentioned in an earlier lecture do not touch knowledge memory at all closely,simmon's two books mentioned in an earlier lecture do not touch knowledge memory at all closely
libri_00648,they give laws according to which images of past occurrences come into our minds but do not discuss our belief that these images refer to past occurrences which is what constitutes knowledge memory,they give laws according to which images of past occurrences come into our minds but do not discuss our belief that these images refer to past occurrences which is what constitutes knowledge of memory
libri_00649,it is this that is of interest to theory of knowledge,it is this that is of interest to theory of knowledge
libri_00650,it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time,it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time
libri_00651,whenever the sense of familiarity occurs without a definite object it leads us to search the environment until we are satisfied that we have found the appropriate object which leads us to the judgment this is familiar,whenever the sense of familiarity occurs without a definite object it leads us to search the environment until we are satisfied that we have found the appropriate object which leads us to the judgment this is familiar
libri_00652,thus no knowledge as to the past is to be derived from the feeling of familiarity alone,thus no knowledge as to the past is to be derived from the feeling of familiarity alone
libri_00653,a further stage is recognition,a further stage is recognition
libri_00654,recognition in this sense does not necessarily involve more than a habit of association the kind of object we are seeing at the moment is associated with the word cat or with an auditory image of purring or whatever other characteristic we may happen to recognize in the cat of the moment,recognition in this sense does not necessarily involve more than a habit of association the kind of object we are seeing at the moment is associated with the word cat or with an auditory image of purring or whatever other characteristic we may happen to recognize in the cat of the moment
libri_00655,we are of course in fact able to judge when we recognize an object that we have seen it before but this judgment is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word,we are of course in fact able to judge when we recognize an object that we have seen it before but this judgement is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word
libri_00656,this knowledge is memory in one sense though in another it is not,this knowledge is memory in one sense  though in another it is not
libri_00657,there are however several points in which such an account of recognition is inadequate to begin with it might seem at first sight more correct to define recognition as i have seen this before than as this has existed before,there are however several points in which such an account of recognition is inadequate to begin with it might seem at first sight more correct to define recognition as i have seen this before than as this has existed before
libri_00658,the definition of my experience is difficult broadly speaking it is everything that is connected with what i am experiencing now by certain links of which the various forms of memory are among the most important,the definition of my experience is difficult broadly speaking it is everything that is connected with what i am experiencing now by certain links of which the various forms of memory are among the most important
libri_00659,thus if i recognize a thing the occasion of its previous existence in virtue of which i recognize it forms part of my experience by definition recognition will be one of the marks by which my experience is singled out from the rest of the world,thus if i recognize a thing the occasion of its previous existence in virtue of which i recognize it forms part of my experience by definition recognition will be one of the marks by which my experience is singled out from the rest of the world
libri_00660,of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition,of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition
libri_00661,he is a welcome figure at the garden parties of the elect who are always ready to encourage him by accepting free seats for his play actor managers nod to him editors allow him to contribute without charge to a symposium on the price of golf balls,he is a welcome figure at the garden parties of the elect who are always ready to encourage him by accepting free seats for his play actor managers nod to him editors allow him to contribute without charge to is imposium on the price of golf balls
libri_00662,in short he becomes a prominent figure in london society and if he is not careful somebody will say so,in short he becomes a prominent figure in london society and if he is not careful somebody will say so
libri_00663,but even the unsuccessful dramatist has his moments,but even the unsuccessful dramatist has his moments
libri_00664,your play must be not merely a good play but a successful one,your play must be not merely a good play but a successful one
libri_00665,frankly i cannot always say,frankly i cannot always say
libri_00666,but suppose you said i'm fond of writing my people always say my letters home are good enough for punch,but suppose you said i'm fond of writing my people always say my letters home are good enough for punch
libri_00667,i've got a little idea for a play about a man and a woman and another woman and but perhaps i'd better keep the plot a secret for the moment,i've got a little idea for a play about a man and a woman and another woman and but perhaps i'd better keep the plot a secret for the moment
libri_00668,anyhow it's jolly exciting and i can do the dialogue all right,anyhow it's jolly exciting and i can do the dialogue all right
libri_00669,lend me your ear for ten minutes and you shall learn just what stagecraft is,lend me your ear for ten minutes and you shall learn just what stagecraft is
libri_00670,and i should begin with a short homily on soliloquy,and i should begin with a short homily on soliloquy
libri_00671,ham to be or not to be,him to be or not to be
libri_00672,now the object of this soliloquy is plain,now the object of this soliloquy is plain
libri_00673,indeed irresolution being the keynote of hamlet's soliloquy a clever player could to some extent indicate the whole thirty lines by a silent working of the jaw but at the same time it would be idle to deny that he would miss the finer shades of the dramatist's meaning,indeed irresolution being the keynote of hamlet's soliloquy a clever player could to some extent indicate the whole thirty lines by a silent working of the jaw but at the same time it would be idle to deny that he would miss the finer shades of the dramatist's meaning
libri_00674,we moderns however see the absurdity of it,we moderns however see the absurdity of it
libri_00675,if it be granted first that the thoughts of a certain character should be known to the audience and secondly that soliloquy or the habit of thinking aloud is in opposition to modern stage technique how shall a soliloquy be avoided without damage to the play,if it be granted first that the thoughts of a certain character should be known to the audience and secondly that soliloquy wore the habit of thinking aloud is in opposition to modern stage technique how shall a soliloquy be avoided without damage to the play
libri_00676,and so on till you get to the end when ophelia might say ah yes or something non committal of that sort,and so on till you get to the end when ophelia might say ah yes or something noncommittal of that sort
libri_00677,this would be an easy way of doing it but it would not be the best way for the reason that it is too easy to call attention to itself,this would be an easy way of doing it but it would not be the best way for the reason that it is too easy to call attention to itself
libri_00678,in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence,in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence
libri_00679,in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural,in the modern well constructed play he simply rings up an imaginary confederate and tells thim what he is going to do could anything be more natural
libri_00680,i want double nine hal lo,i want double nine hellow
libri_00681,double nine two three elsinore double nine yes hallo is that you horatio hamlet speaking,double nine two three elzenor double not yes hello is that you horatio handlet speaking
libri_00682,i say i've been wondering about this business,i say i've been wondering about this business
libri_00683,to be or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking,to be you or not to be that is the question whether tis nobler in the mind to suffer the slings and arrows what no hamlet speaking
libri_00684,you gave me double five i want double nine hallo is that you horatio hamlet speaking,you gave me double five i want double nine hello is that you horatio hamlet speaking
libri_00685,to be or not to be that is the question whether tis nobler,to be or not to be that is the question whether tis nobler
libri_00686,it is to let hamlet if that happen to be the name of your character enter with a small dog pet falcon mongoose tame bear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know,it is to let hamlet if that happen to be the name of your character enter with a small dog pet falcon mongoose tamebear or whatever animal is most in keeping with the part and confide in this animal such sorrows hopes or secret history as the audience has got to know
libri_00687,enter hamlet with his favourite boar hound,enter hamlet with his favorite boarhound
libri_00688,lady larkspur starts suddenly and turns towards him,lady lariksbur starts suddenly and turns toward him
libri_00689,larkspur bit me again this morning for the third time,larksfor bit me again this morning for the third time
libri_00690,i want to get away from it all swoons,i want to get away from it all swoon
libri_00691,enter lord arthur fluffinose,enter lord arthur fluffinou's
libri_00692,and there you are you will of course appreciate that the unfinished sentences not only save time but also make the manoeuvring very much more natural,and there you are you will of course appreciate that the unfinished sentences not only satve time but also make the maneuvring very much more natural
libri_00693,how you may be wondering are you to begin your masterpiece,how you may be wondering are you to begin your masterpiece
libri_00694,relapses into silence for the rest of the evening,relapses into silence for the rest of the evening
libri_00695,the duchess of southbridge to lord reggie oh reggie what did you say,the duchess of south bridge to lord reggie o reggie what did you say
libri_00696,then lord tuppeny well what about auction,then lord tuppeny well what about auction
libri_00697,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin
libri_00698,then is the time to introduce a meal on the stage,then is the time to introduce a meal on the stage
libri_00699,a stage meal is popular because it proves to the audience that the actors even when called charles hawtrey or owen nares are real people just like you and me,a stage meal is popular because it proves to the audience that the actors even when called charles holtri or owen nars are real people just like you and me
libri_00700,tea please matthews butler impassively,tea please matthews butler impassively
libri_00701,hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle,hostess replaces lump and inclines empty teapot over tray for a moment then hands him a cup painted brown inside thus deceiving the gentleman with the telescope in the upper circle
libri_00702,re enter butler and three footmen who remove the tea things hostess to guest,reenter butler and three footmen who removed the tea things hostess to guest
libri_00703,in novels the hero has often pushed his meals away untasted but no stage hero would do anything so unnatural as this,in novels the hero has often pushed his meals away untasted but no steed hero would do anything so unnatural as this
libri_00704,two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guest would clutch hold of the footman and say half a mo old chap i haven't nearly finished but the actor is better schooled than this,two bites are made and the bread is crumbled with an air of great eagerness indeed one feels that in real life the guest would clutch hold of the footman and say half a moe old chap i have it nearly finished but the actor is better schooled than this
libri_00705,but it is the cigarette which chiefly has brought the modern drama to its present state of perfection,but it is a cigarette which chiefly has brought the modern drama to its present state a perfection
libri_00706,lord john taking out gold cigarette case from his left hand upper waistcoat pocket,lord john taking out gold cigarette case from his left hand upper waistcoast pocket
libri_00707,all about him was a tumult of bright and broken color scattered in broad splashes,all about him was a tumult of bright and broken color scattered in broad splashes
libri_00708,the merganser had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black,the mergancer had a crusted head of eridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black
libri_00709,his feet were red his long narrow beak with its saw toothed edges and sharp hooked tip was bright red,his feet were red his long narrow beak with its saw toothed edges and sharp hooked tip was bright red
libri_00710,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending clause
libri_00711,but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface,but suddenly straight and swift as a diving cormorant he shot down into the torrent and disappeared beneath the surface
libri_00712,once fairly a wing however he wheeled and made back hurriedly for his perch,once fairly a wing however he wheeled and made back hurriedly for his perch
libri_00713,it might have seemed that a trout of this size was a fairly substantial meal,it might have seemed that a trout of this size was a fairly substantial meal
libri_00714,but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey,but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey
libri_00715,in despair he hurled himself downward too soon,in despair he hurled himself downward too soon
libri_00716,the great hawk followed hurriedly to retrieve his prey from the ground,the great hawk followed hurriedly to retrieve his prey from the ground
libri_00717,the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it,the cat growled softly picked up the prize in her jaws and trotted into the bushes to devour it
libri_00718,in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped,in fact he had just finished it the last of the trout's tail had just vanished with a spasm down his strained gullet when the baffled hawk caught sight of him and swooped
libri_00719,the hawk alighted on the dead branch and sat upright motionless as if surprised,the hawk alighted on the dead branch and sat upright motionless as if surprised
libri_00720,like his unfortunate little cousin the teal he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him,like his unfortunate little cousin the teel he too had felt the fear of death smitten into his heart and was heading desperately for the refuge of some dark overhanging bank deep fringed with weeds where the dreadful eye of the hawk should not discern him
libri_00721,the hawk sat upon the branch and watched his quarry swimming beneath the surface,the hawk sat upon the branch and watched his quarry swimming beneath the surface
libri_00722,almost instantly he was forced to the top,almost instantly he was forced to the top
libri_00723,straightway the hawk glided from his perch and darted after him,straightway the hawk glided from his perch and darted after him
libri_00724,but at this point in the rapids it was impossible for him to stay down,but at this point in the rapids it was impossible for him to stay down
libri_00725,but this frequenter of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them,but this frequenter of the heights of air for all his savage valor was troubled at the leaping waves and the tossing foam of these mad rapids he did not understand them
libri_00726,as he flew his down reaching clutching talons were not half a yard above the fugitive's head,as he flew his down reaching clutching talons were not half a yard above the fugitive's head
libri_00727,where the waves for an instant sank they came closer but not quite within grasping reach,where the waves for an instant sank they came closer but not quite within grasping reach
libri_00728,but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike,but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike
libri_00729,the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived
libri_00730,he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding,he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding
libri_00731,the last drop fly as luck would have it caught just in the corner of the hawk's angrily open beak hooking itself firmly,the last dropfly as luck would have it got just in the corner of the hawk's angrily open beak hooking itself firmly
libri_00732,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank
libri_00733,the drag upon his beak and the light check upon his wings were inexplicable to him and appalling,the drag upon his beak and the light check upon his wings were inexplicable to him and appalling
libri_00734,then the leader parted from the line,then the leader parted from the line
libri_00735,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale,the honable charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale
libri_00736,at last the cotton combine was to all appearances an assured fact and he was slated for the senate,at last the cotton combine was to all appearances an assured fact and he was slated for the senate
libri_00737,why should he not be as other men,why should he not be as other men
libri_00738,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others
libri_00739,as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few to night there were she checked them off on her fingers sir james criton the rich english manufacturer and lady criton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day
libri_00740,missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith,missus grey had met southerners before but not intimadly nd she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith
libri_00741,she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education,she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education
libri_00742,but you believe in some education asked mary taylor,do you believe in some education asked mary tailor
libri_00743,i believe in the training of people to their highest capacity the englishman here heartily seconded him,i believe in the training of people to the has capacity the englishman here heartily seconded him
libri_00744,but cresswell added significantly capacity differs enormously between races,but craswell added significantly capacity differs enormously between races
libri_00745,the vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them,the vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them
libri_00746,positively heroic added cresswell avoiding his sister's eyes,positively heroic added creswell avoiding his sister's eyes
libri_00747,but we're not er exactly welcomed,but we're not a exactly welcome
libri_00748,mary taylor however related the tale of zora to missus grey's private ear later,mary taylor however related the tale of zora to missus grey's private ear later
libri_00749,fortunately said mister vanderpool northerners and southerners are arriving at a better mutual understanding on most of these matters,fortunately said mister vanterpole northerners and southerners are arriving at a better mutual understanding on most of these matters
libri_00750,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm
libri_00751,the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans,the south she had not thought of seriously and yet knowing of its delightful hospitality and mild climate she was not averse to charleston or new orleans
libri_00752,john taylor who had supported her through college was interested in cotton,john taylor who had supported her through college was interested in cotton
libri_00753,better go he had counselled sententiously,better go he had counseled sententiously
libri_00754,might learn something useful down there,might learn something useful down there
libri_00755,but john there's no society just elementary work,but john there's no society just elementary work
libri_00756,been looking up tooms county,been looking up tombs county
libri_00757,find some cresswells there big plantations rated at two hundred and fifty thousand dollars,find some cresswells there big plantations rated at two hundred and fifty thousand dollars
libri_00758,some others too big cotton county,some others too big cotton county
libri_00759,you ought to know john if i teach negroes i'll scarcely see much of people in my own class,you ought to know john if i teach negroes i'll skarcely see much of people in my own class
libri_00760,at any rate i say go,at any rate i say go
libri_00761,here she was teaching dirty children and the smell of confused odors and bodily perspiration was to her at times unbearable,here she was teaching dirty children and the smell of confused odours and bodily perspiration was to her at times unbearable
libri_00762,she wanted a glance of the new books and periodicals and talk of great philanthropies and reforms,she wanted a glance of the new books and periodicals and talk of great philanthropies and reforms
libri_00763,so for the hundredth time she was thinking today as she walked alone up the lane back of the barn and then slowly down through the bottoms,so for the hundredth time she was thinking to day as she walked alone up the lane back of the barn and then slowly down through the bottoms
libri_00764,cotton she paused,cotton she paused
libri_00765,she had almost forgotten that it was here within touch and sight,she had almost forgotten that it was here within touch in sight
libri_00766,the glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward,the glimmering sea of delicate leaves whispered and murmured before her stretching away to the northward
libri_00767,there might be a bit of poetry here and there but most of this place was such desperate prose,there might be a bit of poetry here and there but most of this place was such desperate prose
libri_00768,her regard shifted to the green stalks and leaves again and she started to move away,her regard shifted to the green stalks and leaves again and she started to move away
libri_00769,cotton is a wonderful thing is it not boys she said rather primly,cotton is a wonderful thing is it not boys she said rather primly
libri_00770,miss taylor did not know much about cotton but at least one more remark seemed called for,miss taylor did not know much about cotton but at least one more remarked seemed called for
libri_00771,don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go,don't know well of all things inwardly commented miss taylor literally born in cotton and oh well as much as to ask what's the use she turned again to go
libri_00772,i suppose though it's too early for them then came the explosion,i suppose though it's too early for them then came the explosion
libri_00773,goobers don't grow on the tops of vines but underground on the roots like yams is that so,goubles don't grow on the tops of vines but on the ground on the roots like yams is that so
libri_00774,the golden fleece it's the silver fleece he harkened,the golden fleece it's the silver fleece he hearkened
libri_00775,some time you'll tell me please won't you,some time you tell me please won't you
libri_00776,now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton,now for one little half hour she had been a woman talking to a boy no not even that she had been talking just talking there were no persons in the conversation just things one thing cotton
libri_00777,he knew the silver fleece his and zora's must be ruined,he knew the silver fleece his and zoras must be ruined
libri_00778,it was the first great sorrow of his life it was not so much the loss of the cotton itself but the fantasy the hopes the dreams built around it,it was the first great sorrow of his life it was not so much the loss of the cotton itself but the phantasy the hopes the dreams built around it
libri_00779,ah the swamp the cruel swamp,ah the swamp the cruel swamp
libri_00780,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder
libri_00781,he panted to know if she too knew or knew and cared not or cared and knew not,he panted to know if she tow knew or knew and cared not or cared and knew not
libri_00782,she was so strange and human a creature,she was so strange and human a creature
libri_00783,the world was water veiled in mists,the world was water vailed in mists
libri_00784,then of a sudden at midday the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed,then of a sudden at mid day the sun shot out hot and still no breath of air stirred the sky was like blue steel the earth steamed
libri_00785,where was the use of imagining,where was the use of imagining
libri_00786,the lagoon had been level with the dykes a week ago and now,the lagoon had been level with the dikes a week ago and now
libri_00787,perhaps she too might be there waiting weeping,perhaps she too might be there waiting weeping
libri_00788,he started at the thought he hurried forth sadly,he started at the thought he hurried forth sadly
libri_00789,he splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge,he splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge
libri_00790,then he looked down the lagoon was dry,then he looked down the lagoon was dry
libri_00791,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy
libri_00792,the squares of cotton sharp edged heavy were just about to burst to bolls,the squares of cotton sharp edged heavy were just about to burst to bowls
libri_00793,for one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree,for one long moment he paused stupid agape with utter amazement then leaned dizzily against a tree
libri_00794,he gazed about perplexed astonished,he gazed about perplexed astonished
libri_00795,here lay the reading of the riddle with infinite work and pain some one had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly,here lay the reading of the riddle with infinite work and pain someone had dug a canal from the lagoon to the creek into which the former had drained by a long and crooked way thus allowing it to empty directly
libri_00796,he sat down weak bewildered and one thought was uppermost zora,he sat down weak bewildered and one thought was uppermost sora
libri_00797,the years of the days of her dying were ten,the years of the days of her dying were ten
libri_00798,the hope and dream of harvest was upon the land,the hope and dream of harvest was upon the land
libri_00799,up in the sick room zora lay on the little white bed,up in the sick room zora lay on the little white bed
libri_00800,the net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned,the net and web of endless things had been crawling and creeping around her she had struggled in dumb speechless terror against some mighty grasping that strove for her life with gnarled and creeping fingers but now at last weakly she opened her eyes and questioned
libri_00801,for a while she lay in her chair in happy dreamy pleasure at sun and bird and tree,for awhile she lay in her chair in happy dreamy pleasure at sun and bird and tree
libri_00802,she rose with a fleeting glance gathered the shawl round her then gliding forward wavering tremulous slipped across the road and into the swamp,she rose with a fleeting glance gathered the shawl around her then gliding forward wavering tremulous slipped across the road and into the swamp
libri_00803,she had been born within its borders within its borders she had lived and grown and within its borders she had met her love,she had been born within its borders within its border she had lived and grown and within its border she had met her love
libri_00804,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her,on she hurried until sweeping down to the lagoon and the island lo the cotton lay before her
libri_00805,the chair was empty but he knew,the chair was empty but he knew
libri_00806,he darted through the trees and paused a tall man strongly but slimly made,he darted through the trees and paused a tall man strongly but slimly made
libri_00807,ojo examined this curious contrivance with wonder,ojo examined this curious contrivance with wonder
libri_00808,margolotte had first made the girl's form from the patchwork quilt and then she had dressed it with a patchwork skirt and an apron with pockets in it using the same gay material throughout,margolot had first made the girl's form from the patchwork quilt and then she had dressed it with the patchwork skirt and an apron with pockets in it using the same game material throughout
libri_00809,the head of the patchwork girl was the most curious part of her,the head of the patchwork girl was the most curious part of her
libri_00810,the hair was of brown yarn and hung down on her neck in several neat braids,the hair was of brown yarn and hung down on her neck in several neat braids
libri_00811,gold is the most common metal in the land of oz and is used for many purposes because it is soft and pliable,gold is the most common metal in the land of oz and is used for many purposes because it is soft and pliable
libri_00812,no i forgot all about the brains exclaimed the woman,no i forgot all about the brains exclaimed the woman
libri_00813,well that may be true agreed margolotte but on the contrary a servant with too much brains is sure to become independent and high and mighty and feel above her work,well that may be true agreed margolot but on the contrary a servant with too much brains is sure to become independent and high and mighty and feel above her work
libri_00814,she poured into the dish a quantity from each of these bottles,she poured into the dish a quantity from each of these bottles
libri_00815,i think that will do she continued for the other qualities are not needed in a servant,i think that will do she continued for the other qualities are not needed in a servant
libri_00816,she ran to her husband's side at once and helped him lift the four kettles from the fire,she ran to her husband's side at once and helped him lift the four kettles from the fire
libri_00817,their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder,their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder
libri_00818,very carefully the magician removed this powder placing it all together in a golden dish where he mixed it with a golden spoon,very carefully the magician removed this powder placing it altogether in a golden dish where he mixed it with a golden spoon
libri_00819,no one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard,no one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard
libri_00820,ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness,ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness
libri_00821,he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes,he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes
libri_00822,most people talk too much so it is a relief to find one who talks too little,most people talk too much so it is a relief to find one who talks too little
libri_00823,i am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke,i am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke
libri_00824,the wizard of oz who used to be a humbug and knew no magic at all has been taking lessons of glinda and i'm told he is getting to be a pretty good wizard but he is merely the assistant of the great sorceress,the wizard of oz who used to be a humbug and knew no magic at all has been taking lessons of glinda and i'm told he is getting to be a pretty good wizard but he is merely the assistant of the great sorceress
libri_00825,it truly is asserted the magician,it truly is asserted the magician
libri_00826,i now use them as ornamental statuary in my garden,i now use them as ornamental statuary in my garden
libri_00827,dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment,dear me what a chatter box you're getting to be unk remarked the magician who was pleased with the compliment
libri_00828,asked the voice in scornful accents,asked the voice in scornful accents
libri_00829,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,he wore blue silk stockings blue kneepans with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold
libri_00830,his hat had a peaked crown and a flat brim and around the brim was a row of tiny golden bells that tinkled when he moved,his hat had a peaked crown at a flat brim and around the brim was a row of tiny golden bells that tinkled when he moved
