clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Alto-1__mixed_falsetto__control__0010,EN-Alto-1,mixed_falsetto,control,we had joy we had fun we had seasons in the sun but the wine and the song,in the shadow shadow in the shadow shadow
EN-Alto-1__mixed_falsetto__control__0012,EN-Alto-1,mixed_falsetto,control,but the wine and the song like the seasons have all gone,and the song goes down and the band won't play
EN-Alto-1__mixed_falsetto__control__0017,EN-Alto-1,mixed_falsetto,control,we had joy we had fun we had seasons in the sun but the stars we could reach,my soul is spiraling in frozen fractals all around
EN-Alto-1__mixed_falsetto__control__0006,EN-Alto-1,mixed_falsetto,control,goodbye papa please pray for me was the black sheep of the family,i know you will i know you will i know that you will will you still love me
EN-Alto-1__mixed_falsetto__control__0005,EN-Alto-1,mixed_falsetto,control,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,will you still love me when i got nothing but my aching soul
EN-Alto-1__mixed_falsetto__control__0021,EN-Alto-1,mixed_falsetto,control,but the hills that we climbed were just seasons out of time,let it go let it go that perfect girl is gone
EN-Alto-1__mixed_falsetto__control__0007,EN-Alto-1,mixed_falsetto,control,you tried to teach me right from wrong too much wine and too much song wonder how i got along,when i'm no longer beautiful
EN-Alto-1__mixed_falsetto__control__0004,EN-Alto-1,mixed_falsetto,control,pretty girls are everywhere think of me and i'll be there,will you still love me when i'm no longer young and beautiful
EN-Alto-1__mixed_falsetto__control__0016,EN-Alto-1,mixed_falsetto,control,with the flowers everywhere i wish that we could both be there,how does the moment last forever with our soul live so
EN-Alto-1__mixed_falsetto__control__0018,EN-Alto-1,mixed_falsetto,control,were just starfish on the beach we had joy we had fun we had seasons in the sun,and one thought crystallizes like the icy blast
EN-Alto-1__mixed_falsetto__control__0003,EN-Alto-1,mixed_falsetto,control,when all the birds are singing in the sky now that the spring is in the air,the crazy days city lights the way you play with me like a child
EN-Alto-1__mixed_falsetto__control__0001,EN-Alto-1,mixed_falsetto,control,we've known each other since we were nine or ten together we've climbed hills and trees,diamonds brilliant and bare now
EN-Alto-1__mixed_falsetto__control__0020,EN-Alto-1,mixed_falsetto,control,but the wine and the song like the seasons have all gone all our lives we had fun we had seasons in the sun,let it go let it go and i'll rise like the break of dawn
EN-Alto-1__mixed_falsetto__control__0013,EN-Alto-1,mixed_falsetto,control,goodbye michelle my little one you gave me love and helped me find the sun,and always remember us this way way yeah
EN-Alto-1__mixed_falsetto__control__0014,EN-Alto-1,mixed_falsetto,control,and every time that i was down you would always come around and get my feet back on the ground goodbye michelle it's hard to die,when you look at me and the whole world fades
EN-Alto-1__mixed_falsetto__control__0002,EN-Alto-1,mixed_falsetto,control,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die,oh summer nights mid july when you and i were forever wild
EN-Alto-1__mixed_falsetto__control__0008,EN-Alto-1,mixed_falsetto,control,goodbye papa it's hard to die when all the birds are singing in the sky,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__mixed_falsetto__control__0015,EN-Alto-1,mixed_falsetto,control,when all the birds are singing in the sky now that the spring is in the air,i always remember all this way
EN-Alto-1__mixed_falsetto__control__0009,EN-Alto-1,mixed_falsetto,control,now that the spring is in the air little children everywhere when you see them i'll be there,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__mixed_falsetto__control__0011,EN-Alto-1,mixed_falsetto,control,like the seasons have all gone we had joy we had fun we had seasons in the sun,in the shadow of the shadow of the sun
EN-Alto-1__mixed_falsetto__control__0000,EN-Alto-1,mixed_falsetto,control,goodbye to you my trusted friend,i've seen the world down it all have my cake now
EN-Alto-1__mixed_falsetto__control__0019,EN-Alto-1,mixed_falsetto,control,but the stars we could reach were just starfish on the beach we had joy we had fun we had seasons in the sun,i'm never going back the past is in the past
EN-Alto-1__mixed_falsetto__technique__0010,EN-Alto-1,mixed_falsetto,technique,we had joy we had fun we had seasons in the sun but the wine and the song,in the shadow shadow in the shadow shadow
EN-Alto-1__mixed_falsetto__technique__0012,EN-Alto-1,mixed_falsetto,technique,but the wine and the song like the seasons have all gone,and the song goes down and the band won't play
EN-Alto-1__mixed_falsetto__technique__0017,EN-Alto-1,mixed_falsetto,technique,we had joy we had fun we had seasons in the sun but the stars we could reach,my soul is spiraling in frozen fractals all around
EN-Alto-1__mixed_falsetto__technique__0006,EN-Alto-1,mixed_falsetto,technique,goodbye papa please pray for me was the black sheep of the family,i know you will i know you will i know that you will will you still love me
EN-Alto-1__mixed_falsetto__technique__0005,EN-Alto-1,mixed_falsetto,technique,we had joy we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time,will you still love me when i got nothing but my aching soul
EN-Alto-1__mixed_falsetto__technique__0021,EN-Alto-1,mixed_falsetto,technique,but the hills that we climbed were just seasons out of time,let it go let it go that perfect girl is gone
EN-Alto-1__mixed_falsetto__technique__0007,EN-Alto-1,mixed_falsetto,technique,you tried to teach me right from wrong too much wine and too much song wonder how i got along,when i'm no longer beautiful
EN-Alto-1__mixed_falsetto__technique__0004,EN-Alto-1,mixed_falsetto,technique,pretty girls are everywhere think of me and i'll be there,will you still love me when i'm no longer young and beautiful
EN-Alto-1__mixed_falsetto__technique__0016,EN-Alto-1,mixed_falsetto,technique,with the flowers everywhere i wish that we could both be there,how does the moment last forever with our soul live so
EN-Alto-1__mixed_falsetto__technique__0018,EN-Alto-1,mixed_falsetto,technique,were just starfish on the beach we had joy we had fun we had seasons in the sun,and one thought crystallizes like the icy blast
EN-Alto-1__mixed_falsetto__technique__0003,EN-Alto-1,mixed_falsetto,technique,when all the birds are singing in the sky now that the spring is in the air,the crazy days city lights the way you play with me like a child
EN-Alto-1__mixed_falsetto__technique__0001,EN-Alto-1,mixed_falsetto,technique,we've known each other since we were nine or ten together we've climbed hills and trees,diamonds brilliant and bare now
EN-Alto-1__mixed_falsetto__technique__0020,EN-Alto-1,mixed_falsetto,technique,but the wine and the song like the seasons have all gone all our lives we had fun we had seasons in the sun,let it go let it go and i'll rise like the break of dawn
EN-Alto-1__mixed_falsetto__technique__0013,EN-Alto-1,mixed_falsetto,technique,goodbye michelle my little one you gave me love and helped me find the sun,and always remember us this way way yeah
EN-Alto-1__mixed_falsetto__technique__0014,EN-Alto-1,mixed_falsetto,technique,and every time that i was down you would always come around and get my feet back on the ground goodbye michelle it's hard to die,when you look at me and the whole world fades
EN-Alto-1__mixed_falsetto__technique__0002,EN-Alto-1,mixed_falsetto,technique,learned of love and abcs skinned our hearts and skinned our knees goodbye my friend it's hard to die,oh summer nights mid july when you and i were forever wild
EN-Alto-1__mixed_falsetto__technique__0008,EN-Alto-1,mixed_falsetto,technique,goodbye papa it's hard to die when all the birds are singing in the sky,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__mixed_falsetto__technique__0015,EN-Alto-1,mixed_falsetto,technique,when all the birds are singing in the sky now that the spring is in the air,i always remember all this way
EN-Alto-1__mixed_falsetto__technique__0009,EN-Alto-1,mixed_falsetto,technique,now that the spring is in the air little children everywhere when you see them i'll be there,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__mixed_falsetto__technique__0011,EN-Alto-1,mixed_falsetto,technique,like the seasons have all gone we had joy we had fun we had seasons in the sun,in the shadow of the shadow of the sun
EN-Alto-1__mixed_falsetto__technique__0000,EN-Alto-1,mixed_falsetto,technique,goodbye to you my trusted friend,i've seen the world down it all have my cake now
EN-Alto-1__mixed_falsetto__technique__0019,EN-Alto-1,mixed_falsetto,technique,but the stars we could reach were just starfish on the beach we had joy we had fun we had seasons in the sun,i'm never going back the past is in the past
EN-Alto-1__mixed_falsetto__technique__0010,EN-Alto-1,mixed_falsetto,technique,so much has changed it was songs of love that i would sing to them,in the shadow shadow in the shadow shadow
EN-Alto-1__mixed_falsetto__technique__0012,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,and the song goes down and the band won't play
EN-Alto-1__mixed_falsetto__technique__0017,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,my soul is spiraling in frozen fractals all around
EN-Alto-1__mixed_falsetto__technique__0006,EN-Alto-1,mixed_falsetto,technique,when they get to the part where he's breakin her heart it can really make me cry,i know you will i know you will i know that you will will you still love me
EN-Alto-1__mixed_falsetto__technique__0005,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,will you still love me when i got nothing but my aching soul
EN-Alto-1__mixed_falsetto__technique__0007,EN-Alto-1,mixed_falsetto,technique,just like before it's yesterday once more,when i'm no longer beautiful
EN-Alto-1__mixed_falsetto__technique__0004,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,will you still love me when i'm no longer young and beautiful
EN-Alto-1__mixed_falsetto__technique__0016,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,how does the moment last forever with our soul live so
EN-Alto-1__mixed_falsetto__technique__0018,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,and one thought crystallizes like the icy blast
EN-Alto-1__mixed_falsetto__technique__0003,EN-Alto-1,mixed_falsetto,technique,how i wondered where they'd gone but they're back again just like a long lost friend all the songs i loved so well,the crazy days city lights the way you play with me like a child
EN-Alto-1__mixed_falsetto__technique__0001,EN-Alto-1,mixed_falsetto,technique,waitin'for my favorite songs when they played i'd sing along,diamonds brilliant and bare now
EN-Alto-1__mixed_falsetto__technique__0013,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,and always remember us this way way yeah
EN-Alto-1__mixed_falsetto__technique__0014,EN-Alto-1,mixed_falsetto,technique,all my best memories come back clearly to me some can even make me cry just like before it's yesterday once more,when you look at me and the whole world fades
EN-Alto-1__mixed_falsetto__technique__0002,EN-Alto-1,mixed_falsetto,technique,it made me smile those were such happy times and not so long ago,oh summer nights mid july when you and i were forever wild
EN-Alto-1__mixed_falsetto__technique__0008,EN-Alto-1,mixed_falsetto,technique,lookin' back on how it was in years gone by,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__mixed_falsetto__technique__0015,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,i always remember all this way
EN-Alto-1__mixed_falsetto__technique__0009,EN-Alto-1,mixed_falsetto,technique,and the good times that i had makes today seem rather sad,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__mixed_falsetto__technique__0011,EN-Alto-1,mixed_falsetto,technique,and i'd memorize each word those old melodies still sound so good to me as they melt the years away,in the shadow of the shadow of the sun
EN-Alto-1__mixed_falsetto__technique__0000,EN-Alto-1,mixed_falsetto,technique,when i was young i'd listen to the radio,i've seen the world down it all have my cake now
EN-Alto-1__mixed_falsetto__control__0010,EN-Alto-1,mixed_falsetto,control,so much has changed it was songs of love that i would sing to them,in the shadow shadow in the shadow shadow
EN-Alto-1__mixed_falsetto__control__0012,EN-Alto-1,mixed_falsetto,control,every sha la la la every whoa ooh whoa still shines,and the song goes down and the band won't play
EN-Alto-1__mixed_falsetto__control__0017,EN-Alto-1,mixed_falsetto,control,every sha la la la every whoa ooh whoa still shines,my soul is spiraling in frozen fractals all around
EN-Alto-1__mixed_falsetto__control__0006,EN-Alto-1,mixed_falsetto,control,when they get to the part where he's breakin her heart it can really make me cry,i know you will i know you will i know that you will will you still love me
EN-Alto-1__mixed_falsetto__control__0005,EN-Alto-1,mixed_falsetto,control,every shing a ling a ling that they're startin to sing so fine,will you still love me when i got nothing but my aching soul
EN-Alto-1__mixed_falsetto__control__0007,EN-Alto-1,mixed_falsetto,control,just like before it's yesterday once more,when i'm no longer beautiful
EN-Alto-1__mixed_falsetto__control__0004,EN-Alto-1,mixed_falsetto,control,every sha la la la every whoa ooh whoa still shines,will you still love me when i'm no longer young and beautiful
EN-Alto-1__mixed_falsetto__control__0016,EN-Alto-1,mixed_falsetto,control,every shing a ling a ling that they're startin to sing so fine,how does the moment last forever with our soul live so
EN-Alto-1__mixed_falsetto__control__0018,EN-Alto-1,mixed_falsetto,control,every shing a ling a ling that they're startin to sing so fine,and one thought crystallizes like the icy blast
EN-Alto-1__mixed_falsetto__control__0003,EN-Alto-1,mixed_falsetto,control,how i wondered where they'd gone but they're back again just like a long lost friend all the songs i loved so well,the crazy days city lights the way you play with me like a child
EN-Alto-1__mixed_falsetto__control__0001,EN-Alto-1,mixed_falsetto,control,waitin'for my favorite songs when they played i'd sing along,diamonds brilliant and bare now
EN-Alto-1__mixed_falsetto__control__0013,EN-Alto-1,mixed_falsetto,control,every shing a ling a ling that they're startin to sing so fine,and always remember us this way way yeah
EN-Alto-1__mixed_falsetto__control__0014,EN-Alto-1,mixed_falsetto,control,all my best memories come back clearly to me some can even make me cry just like before it's yesterday once more,when you look at me and the whole world fades
EN-Alto-1__mixed_falsetto__control__0002,EN-Alto-1,mixed_falsetto,control,it made me smile those were such happy times and not so long ago,oh summer nights mid july when you and i were forever wild
EN-Alto-1__mixed_falsetto__control__0008,EN-Alto-1,mixed_falsetto,control,lookin' back on how it was in years gone by,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__mixed_falsetto__control__0015,EN-Alto-1,mixed_falsetto,control,every sha la la la every whoa ooh whoa still shines,i always remember all this way
EN-Alto-1__mixed_falsetto__control__0009,EN-Alto-1,mixed_falsetto,control,and the good times that i had makes today seem rather sad,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__mixed_falsetto__control__0011,EN-Alto-1,mixed_falsetto,control,and i'd memorize each word those old melodies still sound so good to me as they melt the years away,in the shadow of the shadow of the sun
EN-Alto-1__mixed_falsetto__control__0000,EN-Alto-1,mixed_falsetto,control,when i was young i'd listen to the radio,i've seen the world down it all have my cake now
EN-Alto-1__mixed_falsetto__technique__0010,EN-Alto-1,mixed_falsetto,technique,so much has changed it was songs of love that i would sing to them,in the shadow shadow in the shadow shadow
EN-Alto-1__mixed_falsetto__technique__0012,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,and the song goes down and the band won't play
EN-Alto-1__mixed_falsetto__technique__0017,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,my soul is spiraling in frozen fractals all around
EN-Alto-1__mixed_falsetto__technique__0006,EN-Alto-1,mixed_falsetto,technique,when they get to the part where he's breakin her heart it can really make me cry,i know you will i know you will i know that you will will you still love me
EN-Alto-1__mixed_falsetto__technique__0005,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,will you still love me when i got nothing but my aching soul
EN-Alto-1__mixed_falsetto__technique__0007,EN-Alto-1,mixed_falsetto,technique,just like before it's yesterday once more,when i'm no longer beautiful
EN-Alto-1__mixed_falsetto__technique__0004,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,will you still love me when i'm no longer young and beautiful
EN-Alto-1__mixed_falsetto__technique__0016,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,how does the moment last forever with our soul live so
EN-Alto-1__mixed_falsetto__technique__0018,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,and one thought crystallizes like the icy blast
EN-Alto-1__mixed_falsetto__technique__0003,EN-Alto-1,mixed_falsetto,technique,how i wondered where they'd gone but they're back again just like a long lost friend all the songs i loved so well,the crazy days city lights the way you play with me like a child
EN-Alto-1__mixed_falsetto__technique__0001,EN-Alto-1,mixed_falsetto,technique,waitin'for my favorite songs when they played i'd sing along,diamonds brilliant and bare now
EN-Alto-1__mixed_falsetto__technique__0013,EN-Alto-1,mixed_falsetto,technique,every shing a ling a ling that they're startin to sing so fine,and always remember us this way way yeah
EN-Alto-1__mixed_falsetto__technique__0014,EN-Alto-1,mixed_falsetto,technique,all my best memories come back clearly to me some can even make me cry just like before it's yesterday once more,when you look at me and the whole world fades
EN-Alto-1__mixed_falsetto__technique__0002,EN-Alto-1,mixed_falsetto,technique,it made me smile those were such happy times and not so long ago,oh summer nights mid july when you and i were forever wild
EN-Alto-1__mixed_falsetto__technique__0008,EN-Alto-1,mixed_falsetto,technique,lookin' back on how it was in years gone by,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__mixed_falsetto__technique__0015,EN-Alto-1,mixed_falsetto,technique,every sha la la la every whoa ooh whoa still shines,i always remember all this way
EN-Alto-1__mixed_falsetto__technique__0009,EN-Alto-1,mixed_falsetto,technique,and the good times that i had makes today seem rather sad,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__mixed_falsetto__technique__0011,EN-Alto-1,mixed_falsetto,technique,and i'd memorize each word those old melodies still sound so good to me as they melt the years away,in the shadow of the shadow of the sun
EN-Alto-1__mixed_falsetto__technique__0000,EN-Alto-1,mixed_falsetto,technique,when i was young i'd listen to the radio,i've seen the world down it all have my cake now
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,this is the best feeling,in the shadow shadow in the shadow shadow
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,is perfect please don't go away i need you now,and the song goes down and the band won't play
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,and i'll hold on to it don't you let it pass you by,i know you will i know you will i know that you will will you still love me
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,please don't go away i need you now,will you still love me when i got nothing but my aching soul
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,i found a place so safe not a single tear,when i'm no longer beautiful
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,i hope that it will stay this moment is perfect,will you still love me when i'm no longer young and beautiful
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,feeling this innocence is brilliant,the crazy days city lights the way you play with me like a child
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,slowing down i look around and i am so amazed i think about the little things that make life great,diamonds brilliant and bare now
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,and i'll hold on to it don't you let it pass you by,and always remember us this way way yeah
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,i wouldn't change a thing about it this is the best,oh summer nights mid july when you and i were forever wild
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,the first time in my life and now it's so clear feel calm i belong i'm so happy here,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,it's so strong and now i let myself be sincere i wouldn't change a thing about it,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__breathy__control__0011,EN-Alto-1,breathy,control,this innocence is brilliant i hope that it will stay this moment,in the shadow of the shadow of the sun
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,waking up i see that everything is okay the first time in my life and now it's so great,i've seen the world down it all have my cake now
EN-Alto-1__breathy__technique__0010,EN-Alto-1,breathy,technique,this is the best feeling,in the shadow shadow in the shadow shadow
EN-Alto-1__breathy__technique__0012,EN-Alto-1,breathy,technique,is perfect please don't go away i need you now,and the song goes down and the band won't play
EN-Alto-1__breathy__technique__0006,EN-Alto-1,breathy,technique,and i'll hold on to it don't you let it pass you by,i know you will i know you will i know that you will will you still love me
EN-Alto-1__breathy__technique__0005,EN-Alto-1,breathy,technique,please don't go away i need you now,will you still love me when i got nothing but my aching soul
EN-Alto-1__breathy__technique__0007,EN-Alto-1,breathy,technique,i found a place so safe not a single tear,when i'm no longer beautiful
EN-Alto-1__breathy__technique__0004,EN-Alto-1,breathy,technique,i hope that it will stay this moment is perfect,will you still love me when i'm no longer young and beautiful
EN-Alto-1__breathy__technique__0003,EN-Alto-1,breathy,technique,feeling this innocence is brilliant,the crazy days city lights the way you play with me like a child
EN-Alto-1__breathy__technique__0001,EN-Alto-1,breathy,technique,slowing down i look around and i am so amazed i think about the little things that make life great,diamonds brilliant and bare now
EN-Alto-1__breathy__technique__0013,EN-Alto-1,breathy,technique,and i'll hold on to it don't you let it pass you by,and always remember us this way way yeah
EN-Alto-1__breathy__technique__0002,EN-Alto-1,breathy,technique,i wouldn't change a thing about it this is the best,oh summer nights mid july when you and i were forever wild
EN-Alto-1__breathy__technique__0008,EN-Alto-1,breathy,technique,the first time in my life and now it's so clear feel calm i belong i'm so happy here,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__breathy__technique__0009,EN-Alto-1,breathy,technique,it's so strong and now i let myself be sincere i wouldn't change a thing about it,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__breathy__technique__0011,EN-Alto-1,breathy,technique,this innocence is brilliant i hope that it will stay this moment,in the shadow of the shadow of the sun
EN-Alto-1__breathy__technique__0000,EN-Alto-1,breathy,technique,waking up i see that everything is okay the first time in my life and now it's so great,i've seen the world down it all have my cake now
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,that never gets to see the light keep you beneath the stars won't let you touch the sky,in the shadow shadow in the shadow shadow
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,na na na na na na na na na na na na na na you've got every right to a beautiful life,and the song goes down and the band won't play
EN-Alto-1__breathy__control__0017,EN-Alto-1,breathy,control,listen to me who says you don't pass the test who says you can't be the best who said who said would you tell me who said that,my soul is spiraling in frozen fractals all around
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,who says you're the only one that's hurting trust me that's the price of beauty,i know you will i know you will i know that you will will you still love me
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,c'mon who says who says you're not perfect who says you're not worth it,will you still love me when i got nothing but my aching soul
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,who says you're not pretty who says you're not beautiful who says,when i'm no longer beautiful
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,na na na na na na na na na na na na na na you've got every right to a beautiful life,will you still love me when i'm no longer young and beautiful
EN-Alto-1__breathy__control__0016,EN-Alto-1,breathy,control,who says you're not star potential who says you're not presidential who says you can't be in movies listen to me,how does the moment last forever with our soul live so
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,na na na na na na na na na na na na na na na na na na na na na na na na na na i'm not beauty queen i'm just beautiful me na na na na na na na na na na na na,the crazy days city lights the way you play with me like a child
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,told me i wasn't good enough but who are you to judge when you're a diamond in the rough i'm sure you got some things,diamonds brilliant and bare now
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,c'mon who says who says you're not perfect who says you're not worth it,and always remember us this way way yeah
EN-Alto-1__breathy__control__0014,EN-Alto-1,breathy,control,who says you're the only one that's hurting trust me that's the price of beauty,when you look at me and the whole world fades
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,you'd like to change about yourself but when it comes to me i wouldn't wanna be anybody else,oh summer nights mid july when you and i were forever wild
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,it's such a funny thing how nothing's funny when it's you,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__breathy__control__0015,EN-Alto-1,breathy,control,who says you're not pretty who says you're not beautiful who says,i always remember all this way
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,you tell them what you mean but they keep whiting out the truth it's like the work of art,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__breathy__control__0011,EN-Alto-1,breathy,control,na na na na na na na na na na na na na na na na na na na na na na na na na na i'm no beauty queen i'm just beautiful me na na na na na na na na na na na na,in the shadow of the shadow of the sun
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,you made me insecure,i've seen the world down it all have my cake now
EN-Alto-1__breathy__technique__0010,EN-Alto-1,breathy,technique,that never gets to see the light keep you beneath the stars won't let you touch the sky,in the shadow shadow in the shadow shadow
EN-Alto-1__breathy__technique__0012,EN-Alto-1,breathy,technique,na na na na na na na na na na na na na na you've got every right to a beautiful life,and the song goes down and the band won't play
EN-Alto-1__breathy__technique__0017,EN-Alto-1,breathy,technique,listen to me who says you don't pass the test who says you can't be the best who said who said would you tell me who said that,my soul is spiraling in frozen fractals all around
EN-Alto-1__breathy__technique__0006,EN-Alto-1,breathy,technique,who says you're the only one that's hurting trust me that's the price of beauty,i know you will i know you will i know that you will will you still love me
EN-Alto-1__breathy__technique__0005,EN-Alto-1,breathy,technique,c'mon who says who says you're not perfect who says you're not worth it,will you still love me when i got nothing but my aching soul
EN-Alto-1__breathy__technique__0007,EN-Alto-1,breathy,technique,who says you're not pretty who says you're not beautiful who says,when i'm no longer beautiful
EN-Alto-1__breathy__technique__0004,EN-Alto-1,breathy,technique,na na na na na na na na na na na na na na you've got every right to a beautiful life,will you still love me when i'm no longer young and beautiful
EN-Alto-1__breathy__technique__0016,EN-Alto-1,breathy,technique,who says you're not star potential who says you're not presidential who says you can't be in movies listen to me,how does the moment last forever with our soul live so
EN-Alto-1__breathy__technique__0003,EN-Alto-1,breathy,technique,na na na na na na na na na na na na na na na na na na na na na na na na na na i'm not beauty queen i'm just beautiful me na na na na na na na na na na na na,the crazy days city lights the way you play with me like a child
EN-Alto-1__breathy__technique__0001,EN-Alto-1,breathy,technique,told me i wasn't good enough but who are you to judge when you're a diamond in the rough i'm sure you got some things,diamonds brilliant and bare now
EN-Alto-1__breathy__technique__0013,EN-Alto-1,breathy,technique,c'mon who says who says you're not perfect who says you're not worth it,and always remember us this way way yeah
EN-Alto-1__breathy__technique__0014,EN-Alto-1,breathy,technique,who says you're the only one that's hurting trust me that's the price of beauty,when you look at me and the whole world fades
EN-Alto-1__breathy__technique__0002,EN-Alto-1,breathy,technique,you'd like to change about yourself but when it comes to me i wouldn't wanna be anybody else,oh summer nights mid july when you and i were forever wild
EN-Alto-1__breathy__technique__0008,EN-Alto-1,breathy,technique,it's such a funny thing how nothing's funny when it's you,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__breathy__technique__0015,EN-Alto-1,breathy,technique,who says you're not pretty who says you're not beautiful who says,i always remember all this way
EN-Alto-1__breathy__technique__0009,EN-Alto-1,breathy,technique,you tell them what you mean but they keep whiting out the truth it's like the work of art,cry through the surface where they can't hurt us we're far from the shallow now
EN-Alto-1__breathy__technique__0011,EN-Alto-1,breathy,technique,na na na na na na na na na na na na na na na na na na na na na na na na na na i'm no beauty queen i'm just beautiful me na na na na na na na na na na na na,in the shadow of the shadow of the sun
EN-Alto-1__breathy__technique__0000,EN-Alto-1,breathy,technique,you made me insecure,i've seen the world down it all have my cake now
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,where the north wind meets the sea,in the shadow shadow in the shadow shadow
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,come my darling homeward bound when all is lost,and the song goes down and the band won't play
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,yes she will sing to those who hear,i know you will i know you will i know that you will will you still love me
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far or you'll be drowned,will you still love me when i got nothing but my aching soul
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song all magic flows,when i'm no longer beautiful
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers and a path for you dive down deep into her sound,will you still love me when i'm no longer young and beautiful
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,in her waters deep and true,the crazy days city lights the way you play with me like a child
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river full of memory sleep my darling safe and sound,diamonds brilliant and bare now
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,then all is found,and always remember us this way way yeah
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river all is found,oh summer nights mid july when you and i were forever wild
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,but can you brave what you most fear can you face,i'm on the deep end watch as i dive in i never meet the ground
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,what the river knows,cry through the surface where they can't hurt us we're far from the shallow now
