clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis,wer,per
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall,0.8,0.5151515151515151
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me,0.16666666666666666,0.07142857142857142
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way,0.09090909090909091,0.05405405405405406
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall,0.8,0.5151515151515151
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me,0.16666666666666666,0.07142857142857142
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way,0.09090909090909091,0.05405405405405406
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall,0.8,0.5151515151515151
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me,0.16666666666666666,0.07142857142857142
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way,0.09090909090909091,0.05405405405405406
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall,0.8,0.5151515151515151
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0012,EN-Tenor-1,breathy,control,way <SP> when you look at me <AP>,why when you look at me,0.16666666666666666,0.07142857142857142
EN-Tenor-1__breathy__control__0013,EN-Tenor-1,breathy,control,and the whole world fades <SP> i'll always <AP> remember us this way,and the whole world fades i always remember us this way,0.09090909090909091,0.05405405405405406
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0011,EN-Tenor-1,breathy,control,falls to the ground may these memories break our fall <SP>,footsteps grow make this memories spray or fall,0.8,0.5151515151515151
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0014,EN-Tenor-1,breathy,control,in the shallow shallow <SP> we're far from the shallow now,in the shallow we fall from the shallow now,0.3,0.2413793103448276
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0010,EN-Tenor-1,breathy,control,hold on to spinning around confetti <SP>,hold on to spinning around confetti,0.0,0.0
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Tenor-1__breathy__control__0006,EN-Tenor-1,breathy,control,hold me like i'm more than just a friend <AP>,hold me like i'm more than just a friend,0.0,0.0
EN-Tenor-1__breathy__control__0001,EN-Tenor-1,breathy,control,they've all been said before you know <AP> so why don't we <AP>,they've all been said before you know so why don't we,0.0,0.0
EN-Tenor-1__breathy__control__0009,EN-Tenor-1,breathy,control,comes creeping in that you never loved me <SP> or her <SP> or anyone <SP> or anything,comes creeping in that you'll never love me or her or anyone or anything,0.14285714285714285,0.0425531914893617
EN-Tenor-1__breathy__control__0000,EN-Tenor-1,breathy,control,<SP> i will leave <AP> my heart at the door <AP> i won't say a word <AP>,i will leave my heart at the door i won't say a word,0.0,0.0
EN-Tenor-1__breathy__control__0007,EN-Tenor-1,breathy,control,give me a memory i can use <AP>,give me a memory i can use,0.0,0.0
EN-Tenor-1__breathy__control__0004,EN-Tenor-1,breathy,control,<SP> all i ask <AP> is if <AP>,all i ask is easy,0.2,0.3
EN-Tenor-1__breathy__control__0008,EN-Tenor-1,breathy,control,take me by the hand while we do what lovers do <AP> it matters how this ends <SP>,take me by the hand while we do what lovers do it matters how this ends,0.0,0.0
EN-Tenor-1__breathy__control__0003,EN-Tenor-1,breathy,control,or scared of having <AP> nothing left look don't <SP> get me wrong i know <AP> there is no tomorrow <SP>,i'm scared of having nothing left look don't get me wrong i know there is no tomorrow,0.058823529411764705,0.037037037037037035
EN-Tenor-1__breathy__control__0002,EN-Tenor-1,breathy,control,just play pretend <AP> like we're not scared of what is coming next <AP>,just play pretend like we're not scared the world is coming next,0.16666666666666666,0.11363636363636363
EN-Tenor-1__breathy__control__0005,EN-Tenor-1,breathy,control,this is my last night with you <AP>,this is my last night with you,0.0,0.0
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most,1.5,1.7272727272727273
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most,1.5,1.7272727272727273
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
