corpus_stem,singer,style,song,group,utt_id,MFA Only,SOFA,gain_sofa_vs_mfa_ms
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0009,10.000000000000023,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0010,132.49999999999994,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0011,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0011,28.571428571428562,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0012,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0012,44.1842105263158,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0013,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0013,21.878378378378372,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0014,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0014,15.090909090909108,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0015,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0015,17.249999999999996,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0016,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0016,13.375000000000018,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0017,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0017,13.645833333333314,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0000,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0000,21.462962962962976,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0001,26.027027027027025,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0002,53.145833333333336,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0003,31.875,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0004,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0004,38.48484848484845,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0005,30.647058823529406,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0006,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0006,31.8695652173913,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0007,38.15853658536583,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0008,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0008,34.81818181818182,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0009,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0009,147.93400000000008,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0010,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0010,97.56666666666658,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0011,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0011,37.1785714285714,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0012,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0012,26.3846153846154,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0013,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0013,21.604166666666654,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0014,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0014,30.088235294117656,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0015,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0015,59.69999999999999,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0016,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0016,48.906250000000014,,
EN-Alto-1_Pharyngeal_clouds_Pharyngeal_Group_0017,EN-Alto-1,Pharyngeal,clouds,Pharyngeal_Group,0017,116.96428571428568,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0000,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0000,23.333333333333417,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0001,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0001,35.871428571428616,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0002,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0002,18.8552631578948,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0003,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0003,18.173469387755087,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0004,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0004,19.21875000000003,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0005,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0005,20.069444444444493,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0006,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0006,14.118055555555527,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0007,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0007,36.91111111111105,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0008,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0008,28.305555555555657,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0009,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0009,14.18055555555557,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0010,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0010,18.035714285714338,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0011,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0011,16.55128205128211,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0012,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0012,14.574999999999985,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0013,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0013,17.16216216216226,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0014,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0014,40.62121212121215,,
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0015,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0015,27.31428571428579,72.51999999999991,-45.20571428571412
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0016,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0016,19.785714285714246,36.46681818181823,-16.681103896103988
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0017,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0017,24.42592592592593,47.84564814814813,-23.419722222222198
EN-Alto-1_Pharyngeal_love stroy_Control_Group_0018,EN-Alto-1,Pharyngeal,love stroy,Control_Group,0018,,46.41904109589044,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0000,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0000,13.00847457627119,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0001,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0001,16.567567567567515,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0002,10.387500000000006,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0003,12.951923076923086,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0004,7.581081081081076,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0005,7.297297297297296,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0006,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0006,13.10958904109586,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0007,18.228070175438585,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0008,10.467105263157881,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0009,14.722222222222213,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0010,10.873239436619722,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0011,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0011,11.013157894736835,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0012,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0012,13.893939393939437,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0013,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0013,8.717948717948694,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0014,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0014,19.405405405405382,,
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0015,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0015,13.749999999999991,25.823333333333345,-12.073333333333354
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0016,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0016,9.800000000000054,14.53444444444448,-4.734444444444426
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0017,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0017,17.571428571428577,26.629453125000033,-9.058024553571457
EN-Alto-1_Pharyngeal_love stroy_Paired_Speech_Group_0018,EN-Alto-1,Pharyngeal,love stroy,Paired_Speech_Group,0018,13.65151515151514,26.37774999999998,-12.726234848484841
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0000,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0000,16.87931034482762,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0001,24.347222222222186,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0002,29.905405405405375,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0003,23.357346938775514,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0004,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0004,41.19230769230769,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0005,38.76000000000002,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0006,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0006,15.590277777777828,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0007,50.914893617021285,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0009,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0009,39.300000000000026,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0010,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0010,29.393442622950815,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0011,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0011,42.216666666666654,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0013,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0013,32.93103448275859,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0014,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0014,40.06666666666676,,
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0015,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0015,87.01999999999997,61.27916666666662,25.74083333333335
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0016,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0016,26.22222222222226,47.525781249999994,-21.303559027777734
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0017,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0017,32.442622950819654,31.69928571428571,0.743337236533943
EN-Alto-1_Pharyngeal_love stroy_Pharyngeal_Group_0018,EN-Alto-1,Pharyngeal,love stroy,Pharyngeal_Group,0018,,57.84746478873232,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0000,EN-Alto-1,Pharyngeal,monsters,Control_Group,0000,86.62068965517244,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0001,EN-Alto-1,Pharyngeal,monsters,Control_Group,0001,51.0340909090909,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0002,EN-Alto-1,Pharyngeal,monsters,Control_Group,0002,23.687500000000018,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0003,EN-Alto-1,Pharyngeal,monsters,Control_Group,0003,30.564516129032278,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0004,EN-Alto-1,Pharyngeal,monsters,Control_Group,0004,17.265822784810137,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0005,EN-Alto-1,Pharyngeal,monsters,Control_Group,0005,22.74314285714284,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0007,EN-Alto-1,Pharyngeal,monsters,Control_Group,0007,217.2307692307693,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0008,EN-Alto-1,Pharyngeal,monsters,Control_Group,0008,20.442307692307683,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0009,EN-Alto-1,Pharyngeal,monsters,Control_Group,0009,17.462500000000034,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0010,EN-Alto-1,Pharyngeal,monsters,Control_Group,0010,19.94117647058823,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0011,EN-Alto-1,Pharyngeal,monsters,Control_Group,0011,26.22641509433964,,
EN-Alto-1_Pharyngeal_monsters_Control_Group_0012,EN-Alto-1,Pharyngeal,monsters,Control_Group,0012,42.530303030303074,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0000,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0000,18.270833333333368,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0001,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0001,15.226562499999998,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0002,23.63636363636363,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0003,17.808823529411786,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0004,12.771084337349386,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0005,23.529411764705852,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0006,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0006,17.693877551020407,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0007,16.25675675675676,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0008,17.607142857142893,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0009,14.65000000000001,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0010,17.250000000000007,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0011,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0011,13.46666666666666,,
EN-Alto-1_Pharyngeal_monsters_Paired_Speech_Group_0012,EN-Alto-1,Pharyngeal,monsters,Paired_Speech_Group,0012,13.79729729729727,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0001,40.13829787234048,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0002,27.54999999999999,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0003,31.55000000000006,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0004,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0004,25.893333333333317,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0005,22.114285714285753,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0007,229.5384615384616,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0008,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0008,21.296296296296287,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0009,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0009,21.500000000000004,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0010,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0010,23.80000000000001,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0011,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0011,19.927272727272715,,
EN-Alto-1_Pharyngeal_monsters_Pharyngeal_Group_0012,EN-Alto-1,Pharyngeal,monsters,Pharyngeal_Group,0012,34.31034482758628,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0000,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0000,24.37499999999998,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0001,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0001,22.357142857142883,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0002,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0002,62.93478260869576,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0003,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0003,28.581162790697658,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0004,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0004,21.805084745762695,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0005,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0005,26.279999999999937,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0006,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0006,46.86363636363638,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0007,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0007,116.30611111111108,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0008,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0008,33.59375000000007,,
EN-Alto-1_Pharyngeal_tell me that you love me_Control_Group_0009,EN-Alto-1,Pharyngeal,tell me that you love me,Control_Group,0009,148.21428571428578,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0000,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0000,8.611111111111105,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0001,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0001,10.189189189189182,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0002,14.109374999999982,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0003,14.630000000000011,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0004,14.522388059701523,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0005,18.741379310344808,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0006,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0006,10.015151515151514,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0007,17.48717948717944,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0008,22.42105263157893,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0009,17.958333333333336,,
EN-Alto-1_Pharyngeal_tell me that you love me_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,tell me that you love me,Paired_Speech_Group,0010,16.132812500000046,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0000,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0000,16.166666666666707,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0001,23.92187499999999,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0002,81.00000000000007,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0003,72.41428571428565,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0005,26.38461538461535,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0006,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0006,25.466666666666654,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0007,192.4333333333334,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0008,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0008,143.39999999999998,,
EN-Alto-1_Pharyngeal_tell me that you love me_Pharyngeal_Group_0009,EN-Alto-1,Pharyngeal,tell me that you love me,Pharyngeal_Group,0009,113.99999999999993,,
EN-Alto-1_Pharyngeal_who says_Control_Group_0000,EN-Alto-1,Pharyngeal,who says,Control_Group,0000,23.54166666666657,57.82499999999984,-34.283333333333275
EN-Alto-1_Pharyngeal_who says_Control_Group_0001,EN-Alto-1,Pharyngeal,who says,Control_Group,0001,26.9727272727273,28.97905660377356,-2.0063293310462598
EN-Alto-1_Pharyngeal_who says_Control_Group_0002,EN-Alto-1,Pharyngeal,who says,Control_Group,0002,20.81481481481483,22.545312500000005,-1.730497685185174
EN-Alto-1_Pharyngeal_who says_Control_Group_0003,EN-Alto-1,Pharyngeal,who says,Control_Group,0003,,44.41429577464783,
EN-Alto-1_Pharyngeal_who says_Control_Group_0004,EN-Alto-1,Pharyngeal,who says,Control_Group,0004,100.1,35.80434210526319,64.2956578947368
EN-Alto-1_Pharyngeal_who says_Control_Group_0005,EN-Alto-1,Pharyngeal,who says,Control_Group,0005,26.020408163265238,33.860520833333304,-7.840112670068066
EN-Alto-1_Pharyngeal_who says_Control_Group_0006,EN-Alto-1,Pharyngeal,who says,Control_Group,0006,,53.16791666666672,
EN-Alto-1_Pharyngeal_who says_Control_Group_0007,EN-Alto-1,Pharyngeal,who says,Control_Group,0007,28.366666666666543,22.771774193548417,5.594892473118126
EN-Alto-1_Pharyngeal_who says_Control_Group_0008,EN-Alto-1,Pharyngeal,who says,Control_Group,0008,21.11224489795924,30.045657894736845,-8.933412996777605
EN-Alto-1_Pharyngeal_who says_Control_Group_0009,EN-Alto-1,Pharyngeal,who says,Control_Group,0009,,28.50238095238099,
EN-Alto-1_Pharyngeal_who says_Control_Group_0010,EN-Alto-1,Pharyngeal,who says,Control_Group,0010,,41.64028985507253,
EN-Alto-1_Pharyngeal_who says_Control_Group_0011,EN-Alto-1,Pharyngeal,who says,Control_Group,0011,108.65000000000005,44.1648684210526,64.48513157894745
EN-Alto-1_Pharyngeal_who says_Control_Group_0012,EN-Alto-1,Pharyngeal,who says,Control_Group,0012,18.603448275862117,37.44820000000009,-18.844751724137975
EN-Alto-1_Pharyngeal_who says_Control_Group_0013,EN-Alto-1,Pharyngeal,who says,Control_Group,0013,20.960526315789476,27.97124999999994,-7.010723684210465
EN-Alto-1_Pharyngeal_who says_Control_Group_0014,EN-Alto-1,Pharyngeal,who says,Control_Group,0014,20.242424242424253,49.04312499999996,-28.800700757575708
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0000,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0000,11.923076923076875,17.490833333333367,-5.567756410256491
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0001,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0001,22.991228070175445,35.30604166666669,-12.314813596491241
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0002,14.000000000000059,21.764111111111127,-7.7641111111110686
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0003,17.351851851851897,25.97549180327867,-8.623639951426771
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0004,17.260869565217273,22.017222222222188,-4.756352657004914
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0005,15.982142857142895,28.964300000000023,-12.982157142857128
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0006,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0006,17.900000000000055,31.46358695652177,-13.563586956521714
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0007,11.281249999999972,20.437931034482723,-9.156681034482752
EN-Alto-1_Pharyngeal_who says_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,who says,Paired_Speech_Group,0008,22.49999999999998,20.204565217391295,2.295434782608684
